word	raw_rating	conc_aligned
欺压	3.139	2.861
奇闻	2.971	3.029
情调	3.694	2.306
屈辱	3.400	2.600
全面	3.057	2.943
让开	2.514	3.486
饶舌	2.886	3.114
任意	3.529	2.471
融洽	3.417	2.583
肉麻	3.600	2.400
乳酸	1.917	4.083
软化	3.194	2.806
杀手	2.111	3.889
山涧	2.111	3.889
山林	1.833	4.167
上市	2.778	3.222
上学	1.686	4.314
舍监	2.300	3.700
深切	3.667	2.333
神经	3.057	2.943
书店	1.472	4.528
抒发	3.657	2.343
水草	1.389	4.611
朔望	3.903	2.097
思潮	3.829	2.171
特殊	3.735	2.265
天鹅	1.472	4.528
同时	3.029	2.971
文化	3.514	2.486
窝囊	3.676	2.324
无形	4.029	1.971
悉心	3.441	2.559
侠盗	2.444	3.556
侠义	3.583	2.417
瑕疵	3.111	2.889
下厨	2.114	3.886
先知	3.406	2.594
携手	2.882	3.118
心软	3.639	2.361
修行	3.417	2.583
袖珍	2.686	3.314
选美	2.528	3.472
学徒	1.833	4.167
压迫	3.444	2.556
氧气	1.583	4.417
议会	2.139	3.861
意图	3.361	2.639
音响	1.472	4.528
用电	2.229	3.771
优惠	2.639	3.361
郁闷	3.571	2.429
栽种	1.972	4.028
糟糕	3.528	2.472
寨主	1.806	4.194
瞻仰	3.194	2.806
战士	1.750	4.250
长者	2.194	3.806
涨价	2.389	3.611
振兴	3.143	2.857
征兵	2.028	3.972
挣扎	3.139	2.861
竹叶	1.444	4.556
尊严	3.556	2.444
板块	3.000	3.000
帮忙	2.160	3.840
帮助	2.280	3.720
抱病	2.652	3.348
变通	3.360	2.640
彪炳	3.556	2.444
槟榔	1.240	4.760
濒危	2.560	3.440
病院	2.043	3.957
补偿	2.440	3.560
裁决	2.640	3.360
采集	2.400	3.600
参半	3.120	2.880
插曲	2.458	3.542
彻底	2.760	3.240
陈设	2.640	3.360
城市	1.760	4.240
持平	2.680	3.320
仇恨	2.750	3.250
垂直	1.800	4.200
打烊	1.792	4.208
诞生	2.160	3.840
敌方	1.880	4.120
帝国	2.760	3.240
递交	2.440	3.560
毒箭	1.917	4.083
赌博	1.920	4.080
堆积	2.708	3.292
反抗	2.240	3.760
芳心	3.160	2.840
防毒	2.667	3.333
非常	3.333	2.667
匪徒	1.560	4.440
分类	2.480	3.520
风尚	3.760	2.240
凤凰	1.960	4.040
甘油	1.440	4.560
共犯	2.360	3.640
观摩	2.680	3.320
灌输	3.160	2.840
规格	2.435	3.565
柜台	1.480	4.520
国防	2.440	3.560
葫芦	1.320	4.680
户外	2.320	3.680
华丽	3.480	2.520
欢送	2.520	3.480
环绕	2.583	3.417
回报	2.920	3.080
获得	2.542	3.458
获悉	2.826	3.174
积聚	3.080	2.920
记性	2.909	3.091
枷锁	2.960	3.040
角逐	3.167	2.833
借据	1.760	4.240
斤两	2.600	3.400
经验	3.360	2.640
净赚	2.440	3.560
敬佩	3.360	2.640
究竟	3.450	2.550
郡主	1.960	4.040
冷藏	2.000	4.000
冷静	3.040	2.960
廉耻	3.080	2.920
录用	1.960	4.040
马桶	1.200	4.800
蟒蛇	1.120	4.880
梅雨	2.280	3.720
米粉	1.200	4.800
米酒	1.320	4.680
内应	2.792	3.208
拟人	3.875	2.125
培育	3.080	2.920
媲美	3.292	2.708
趋势	3.522	2.478
取材	3.042	2.958
确切	3.250	2.750
收监	2.000	4.000
手工	1.783	4.217
水路	1.833	4.167
说教	3.320	2.680
太庙	2.083	3.917
坦白	2.875	3.125
炭疽	2.500	3.500
套用	3.583	2.417
天才	3.042	2.958
天价	3.240	2.760
甜蜜	3.167	2.833
铁锈	1.480	4.520
偷窥	2.375	3.625
弯腰	1.520	4.480
腕力	2.680	3.320
为此	3.889	2.111
围巾	1.360	4.640
卫生	2.960	3.040
无业	2.280	3.720
舞台	1.840	4.160
戏剧	2.120	3.880
现况	3.120	2.880
享福	3.400	2.600
谢绝	2.542	3.458
新春	2.480	3.520
虚弱	3.000	3.000
牙齿	1.200	4.800
胭脂	1.960	4.040
演习	2.333	3.667
仰赖	3.609	2.391
腰包	2.240	3.760
遥远	3.400	2.600
叶子	1.440	4.560
衣袖	1.400	4.600
遗忘	3.080	2.920
颐养	3.739	2.261
倚靠	3.000	3.000
油价	1.960	4.040
幼虫	1.840	4.160
猿猴	1.360	4.640
掌握	3.333	2.667
招生	2.440	3.560
植入	3.130	2.870
治愈	2.917	3.083
中奖	2.040	3.960
字画	1.520	4.480
傲慢	3.360	2.640
备注	2.920	3.080
背景	3.240	2.760
便当	1.958	4.042
病床	1.600	4.400
差价	2.640	3.360
产地	2.200	3.800
昌盛	3.720	2.280
诚信	3.080	2.920
充血	2.609	3.391
道具	1.760	4.240
动能	3.542	2.458
房租	1.800	4.200
放逐	3.320	2.680
飞机	1.360	4.640
封杀	3.280	2.720
孵化	3.200	2.800
改变	3.560	2.440
高兴	2.667	3.333
歌曲	1.920	4.080
格外	3.870	2.130
拱桥	1.760	4.240
寡妇	1.680	4.320
管束	3.458	2.542
光鲜	3.840	2.160
鬼才	3.667	2.333
航海	2.040	3.960
互信	3.680	2.320
花式	3.826	2.174
汇报	2.680	3.320
计谋	3.250	2.750
妓女	1.640	4.360
将令	2.773	3.227
浆糊	1.958	4.042
交谈	2.600	3.400
交友	2.920	3.080
娇小	2.600	3.400
骄子	3.522	2.478
节约	3.040	2.960
今年	1.792	4.208
金表	1.320	4.680
静止	2.840	3.160
巨人	2.280	3.720
俱全	3.667	2.333
决裂	3.080	2.920
绝食	2.208	3.792
均等	3.261	2.739
客栈	1.680	4.320
恐龙	1.640	4.360
口供	2.458	3.542
苦难	3.600	2.400
来世	3.708	2.292
赖皮	3.000	3.000
牢房	1.560	4.440
乐队	1.680	4.320
雷达	1.680	4.320
利用	3.840	2.160
谅解	3.250	2.750
临摹	2.500	3.500
领先	3.200	2.800
路线	2.360	3.640
贸易	2.880	3.120
梅花	1.320	4.680
美化	3.708	2.292
门帘	1.480	4.520
闷热	2.640	3.360
灭亡	2.800	3.200
民心	3.280	2.720
名称	2.320	3.680
明镜	2.773	3.227
莫名	4.000	2.000
母鸡	1.240	4.760
纳粹	2.583	3.417
疱疹	1.708	4.292
起跑	2.680	3.320
气功	2.750	3.250
躯体	1.760	4.240
曲直	3.240	2.760
蜷曲	2.792	3.208
染病	2.640	3.360
辱骂	2.320	3.680
入口	2.292	3.708
散会	2.080	3.920
少许	3.333	2.667
伸张	3.160	2.840
石窟	1.720	4.280
驶离	2.583	3.417
授予	2.720	3.280
术语	2.792	3.208
水流	2.080	3.920
铁定	3.625	2.375
铁路	1.360	4.640
外界	3.120	2.880
玩弄	3.478	2.522
卫星	1.480	4.520
物理	3.120	2.880
相隔	3.217	2.783
详情	2.920	3.080
鞋底	1.480	4.520
泻药	1.760	4.240
兴奋	2.958	3.042
兴盛	3.440	2.560
休业	2.417	3.583
羞涩	2.840	3.160
秀丽	3.360	2.640
厌倦	3.000	3.000
羊羔	1.560	4.440
妖怪	3.080	2.920
摇滚	2.800	3.200
野草	1.800	4.200
衣饰	2.000	4.000
引力	3.125	2.875
应酬	2.880	3.120
泳镜	1.400	4.600
诱骗	3.200	2.800
远离	2.792	3.208
长寿	2.440	3.560
职级	2.583	3.417
制造	2.480	3.520
众多	3.360	2.640
注资	2.667	3.333
自由	3.600	2.400
作者	1.800	4.200
安定	3.056	2.944
按压	1.944	4.056
昂贵	2.371	3.629
摆布	3.143	2.857
报纸	1.086	4.914
毕竟	3.853	2.147
避孕	1.583	4.417
编录	2.371	3.629
步伐	2.028	3.972
操场	1.194	4.806
岔路	1.917	4.083
抄查	2.848	3.152
超龄	2.559	3.441
赤字	2.667	3.333
传播	2.889	3.111
船舱	1.361	4.639
大腿	1.278	4.722
弹奏	2.056	3.944
灯塔	1.472	4.528
滴水	1.971	4.029
掉换	2.944	3.056
定夺	3.324	2.676
斗嘴	2.167	3.833
豆奶	1.194	4.806
恩师	1.778	4.222
法院	1.361	4.639
封闭	2.889	3.111
苟同	3.886	2.114
挂钟	1.361	4.639
棺材	1.222	4.778
管道	1.611	4.389
光圈	2.750	3.250
广义	4.156	1.844
锅炉	1.528	4.472
还有	3.625	2.375
黑客	2.472	3.528
欢乐	2.889	3.111
谎言	3.139	2.861
贿赂	2.250	3.750
浑蛋	3.114	2.886
决定	2.771	3.229
卡通	2.278	3.722
开枪	1.600	4.400
客人	1.639	4.361
空中	2.444	3.556
拉力	3.114	2.886
礼法	3.528	2.472
礼堂	1.667	4.333
利诱	3.472	2.528
连续	3.457	2.543
零时	2.167	3.833
领情	3.278	2.722
龙门	3.808	2.192
沦陷	3.455	2.545
落泪	1.583	4.417
朦胧	3.944	2.056
迷惑	3.629	2.371
绵羊	1.361	4.639
那年	3.417	2.583
浓缩	3.194	2.806
皮毛	2.229	3.771
匹夫	3.314	2.686
票房	2.361	3.639
评测	2.833	3.167
气窗	2.485	3.515
千金	2.543	3.457
抢夺	2.583	3.417
轻视	3.111	2.889
圈子	3.457	2.543
泉水	1.472	4.528
热力	3.061	2.939
入选	2.722	3.278
鲨鱼	1.286	4.714
上司	1.889	4.111
生还	2.944	3.056
圣火	2.639	3.361
实在	3.286	2.714
柿子	1.111	4.889
收支	2.361	3.639
挑夫	2.083	3.917
通车	2.286	3.714
退出	2.471	3.529
网址	1.778	4.222
望见	3.147	2.853
蜗牛	1.257	4.743
戏弄	3.556	2.444
细胞	1.972	4.028
下限	3.500	2.500
校友	1.611	4.389
心病	3.706	2.294
辛酸	3.486	2.514
许愿	3.306	2.694
蓄意	3.486	2.514
漩涡	2.353	3.647
牙缝	2.056	3.944
仪式	3.028	2.972
疫区	2.500	3.500
优化	3.583	2.417
有机	3.364	2.636
余兴	3.867	2.133
渔船	1.278	4.722
舆论	3.278	2.722
原告	1.600	4.400
宰割	3.206	2.794
造成	3.412	2.588
樟脑	1.818	4.182
昭示	3.206	2.794
着重	3.528	2.472
针对	3.286	2.714
砧板	1.412	4.588
争论	2.806	3.194
蒸馏	2.314	3.686
正方	2.771	3.229
正规	3.000	3.000
纸杯	1.333	4.667
智能	3.389	2.611
钟情	3.529	2.471
主人	2.000	4.000
主意	3.194	2.806
主宰	3.167	2.833
琢磨	3.528	2.472
姊妹	1.556	4.444
棕榈	1.676	4.324
最终	3.188	2.812
安心	3.278	2.722
包揽	3.417	2.583
包扎	1.583	4.417
弊病	3.528	2.472
博士	1.944	4.056
餐厅	1.278	4.722
残留	3.167	2.833
耻辱	3.333	2.667
抽血	1.500	4.500
惆怅	4.194	1.806
筹款	2.222	3.778
出院	1.722	4.278
触电	1.861	4.139
从前	3.278	2.722
打手	2.206	3.794
单纯	3.528	2.472
登报	1.771	4.229
掉头	1.909	4.091
顶住	2.970	3.030
丢弃	2.611	3.389
督促	3.139	2.861
笃定	3.500	2.500
儿歌	1.722	4.278
发芽	1.939	4.061
放宽	3.086	2.914
飞弹	2.235	3.765
菲薄	3.971	2.029
分外	4.061	1.939
风景	2.229	3.771
服饰	1.750	4.250
驸马	1.806	4.194
干燥	2.722	3.278
钢琴	1.194	4.806
跟进	3.333	2.667
篝火	1.639	4.361
古老	3.361	2.639
股息	2.688	3.312
光耀	3.794	2.206
棍棒	1.611	4.389
好久	3.889	2.111
河床	2.371	3.629
贺礼	2.111	3.889
黑发	1.472	4.528
红尘	4.176	1.824
红叶	1.514	4.486
鸿沟	3.771	2.229
怀抱	2.441	3.559
惶恐	3.806	2.194
毁约	2.583	3.417
浇灌	2.171	3.829
矫正	2.778	3.222
结果	2.889	3.111
近亲	2.361	3.639
敬酒	2.028	3.972
拘束	3.571	2.429
局长	1.743	4.257
句子	2.028	3.972
倦怠	3.583	2.417
空想	3.889	2.111
控告	2.556	3.444
口试	2.306	3.694
乐天	3.765	2.235
类似	3.647	2.353
流氓	2.222	3.778
漏斗	1.639	4.361
陆军	1.600	4.400
冒险	3.250	2.750
眉目	2.444	3.556
末代	3.000	3.000
内阁	2.515	3.485
逆流	2.886	3.114
诺言	3.500	2.500
趴下	1.778	4.222
庞大	3.057	2.943
旁边	2.529	3.471
刨冰	1.833	4.167
破财	2.944	3.056
绮丽	3.833	2.167
窃听	2.222	3.778
燃烧	2.057	3.943
认识	2.972	3.028
若干	3.794	2.206
色情	2.686	3.314
霎时	3.412	2.588
胜负	2.471	3.529
石灰	1.417	4.583
示意	3.114	2.886
收条	1.743	4.257
手肘	1.444	4.556
首航	2.333	3.667
输入	2.361	3.639
水压	2.222	3.778
索引	2.528	3.472
太极	2.528	3.472
唐突	3.611	2.389
条件	3.029	2.971
统计	2.667	3.333
土气	3.486	2.514
婉拒	3.361	2.639
袭击	2.514	3.486
下棋	1.571	4.429
现身	2.629	3.371
效用	3.229	2.771
醒目	3.111	2.889
性感	3.361	2.639
丫头	2.200	3.800
押送	2.486	3.514
炎夏	2.444	3.556
钥匙	1.167	4.833
忧虑	3.667	2.333
游泳	1.528	4.472
远航	2.857	3.143
云海	2.889	3.111
澡堂	1.361	4.639
长处	2.972	3.028
着火	1.806	4.194
真迹	2.639	3.361
郑重	3.429	2.571
之际	4.031	1.969
知己	3.111	2.889
质疑	3.343	2.657
中医	1.722	4.278
注册	2.417	3.583
哀痛	2.967	3.033
白色	1.633	4.367
背弃	3.172	2.828
本校	1.933	4.067
笨蛋	2.600	3.400
壁虎	1.400	4.600
变化	3.621	2.379
别称	3.000	3.000
波纹	2.800	3.200
草地	1.300	4.700
畅销	3.100	2.900
成亲	1.967	4.033
驰骋	3.200	2.800
充分	3.733	2.267
崇拜	3.933	2.067
初赛	2.233	3.767
传颂	3.467	2.533
船主	1.567	4.433
垂柳	1.600	4.400
辞典	1.667	4.333
错觉	3.767	2.233
打量	3.233	2.767
大义	3.933	2.067
担忧	3.300	2.700
岛屿	1.300	4.700
地位	3.600	2.400
弟兄	1.867	4.133
东方	2.552	3.448
董事	2.107	3.893
法案	2.367	3.633
分母	2.300	3.700
愤慨	3.233	2.767
芙蓉	2.200	3.800
概念	4.100	1.900
甘心	3.900	2.100
刚毅	3.500	2.500
古堡	1.467	4.533
骨气	3.933	2.067
含义	4.000	2.000
好像	4.214	1.786
合唱	1.800	4.200
恒星	1.700	4.300
互补	3.633	2.367
回赠	2.867	3.133
昏倒	1.867	4.133
火车	1.133	4.867
记录	2.533	3.467
间断	3.552	2.448
碱性	2.467	3.533
交配	2.138	3.862
教徒	1.900	4.100
井底	2.033	3.967
居留	2.964	3.036
拒捕	2.133	3.867
空心	2.679	3.321
里头	3.357	2.643
浏览	2.567	3.433
掳掠	2.933	3.067
露天	2.000	4.000
履带	2.179	3.821
率领	3.138	2.862
蜜月	2.767	3.233
名医	2.033	3.967
内衣	1.367	4.633
孽障	3.633	2.367
泡沫	2.517	3.483
凭据	2.467	3.533
漆黑	2.367	3.633
情侣	1.467	4.533
让位	2.900	3.100
日本	1.200	4.800
冗员	3.179	2.821
乳酪	1.367	4.633
山沟	1.633	4.367
闪亮	3.100	2.900
讪笑	2.897	3.103
绅士	2.345	3.655
生意	2.533	3.467
失去	3.400	2.600
师傅	1.900	4.100
市场	2.867	3.133
顺利	3.400	2.600
司法	2.793	3.207
寺院	1.600	4.400
送行	2.433	3.567
提拔	3.000	3.000
天文	2.333	3.667
听命	3.241	2.759
投身	3.517	2.483
秃头	1.379	4.621
驼背	1.333	4.667
王法	3.100	2.900
文武	2.966	3.034
问卷	1.633	4.367
窝藏	3.167	2.833
屋顶	1.400	4.600
无边	4.267	1.733
献花	2.241	3.759
小说	1.867	4.133
鞋子	1.267	4.733
写生	2.767	3.233
薪水	1.800	4.200
幸会	3.567	2.433
绣花	1.867	4.133
询问	2.533	3.467
依旧	3.833	2.167
已经	3.833	2.167
因此	3.690	2.310
硬汉	2.400	3.600
邮票	1.367	4.633
寓言	3.207	2.793
原作	2.200	3.800
月薪	1.733	4.267
杂念	3.833	2.167
再婚	1.933	4.067
在逃	2.733	3.267
榨取	3.310	2.690
崭新	2.900	3.100
正轨	3.448	2.552
至今	3.433	2.567
仲裁	2.700	3.300
烛光	1.833	4.167
住址	1.733	4.267
总务	3.276	2.724
薄荷	1.767	4.233
本质	3.767	2.233
笔名	1.900	4.100
并用	3.333	2.667
不安	3.533	2.467
不法	3.517	2.483
不均	3.767	2.233
采取	3.367	2.633
操作	2.600	3.400
潮汐	1.867	4.133
成见	3.467	2.533
穿透	3.100	2.900
簇拥	2.933	3.067
存在	3.333	2.667
代劳	3.100	2.900
代替	2.900	3.100
带走	2.367	3.633
导师	1.400	4.600
祷告	2.967	3.033
等候	2.733	3.267
掉包	2.393	3.607
谍报	2.467	3.533
钉鞋	1.724	4.276
短跑	1.500	4.500
多事	3.862	2.138
发功	3.786	2.214
发音	2.633	3.367
反悔	3.267	2.733
返航	2.200	3.800
饭菜	1.700	4.300
范本	2.300	3.700
房东	1.367	4.633
焚化	2.300	3.700
蜂鸟	1.367	4.633
奉劝	3.267	2.733
付钱	1.767	4.233
鼓声	1.833	4.167
故事	2.600	3.400
广博	3.966	2.034
海浪	1.533	4.467
好评	2.633	3.367
患难	3.300	2.700
浑浊	3.233	2.767
甲等	3.138	2.862
饺子	1.233	4.767
教会	1.897	4.103
借鉴	3.345	2.655
经理	1.933	4.067
警告	2.900	3.100
径赛	2.034	3.966
具备	3.833	2.167
崛起	3.633	2.367
苛刻	3.633	2.367
跨越	3.167	2.833
困惑	3.833	2.167
罹难	3.034	2.966
丽人	2.733	3.267
裂缝	1.897	4.103
灵气	4.133	1.867
零食	1.633	4.367
留下	2.933	3.067
硫酸	1.433	4.567
路牌	1.500	4.500
落入	3.233	2.767
帽子	1.233	4.767
没落	3.567	2.433
面条	1.267	4.733
民主	4.100	1.900
木材	1.567	4.433
木屐	1.500	4.500
恼恨	3.733	2.267
念旧	3.767	2.233
捏造	3.621	2.379
女友	1.600	4.400
徘徊	3.533	2.467
配乐	2.233	3.767
评分	2.400	3.600
屏风	1.533	4.467
欺诈	3.033	2.967
奇迹	4.000	2.000
敲门	1.800	4.200
侵蚀	3.207	2.793
情感	3.700	2.300
曲率	3.074	2.926
认领	2.767	3.233
散心	2.700	3.300
山脊	1.600	4.400
商机	3.100	2.900
奢侈	3.467	2.533
神似	4.310	1.690
圣坛	2.433	3.567
时钟	1.333	4.667
受到	3.929	2.071
书院	1.500	4.500
舒展	3.333	2.667
思维	4.267	1.733
碎石	1.690	4.310
泰文	1.379	4.621
探戈	1.897	4.103
同名	2.448	3.552
囤积	2.897	3.103
完全	3.897	2.103
乌鸦	1.133	4.867
相公	1.586	4.414
消灭	3.367	2.633
校正	3.100	2.900
淹没	2.833	3.167
义工	1.633	4.367
荫凉	2.433	3.567
音速	2.667	3.333
饮泣	3.077	2.923
印度	1.167	4.833
迎战	2.700	3.300
云霄	2.333	3.667
云游	3.500	2.500
运输	2.333	3.667
争气	4.033	1.967
重心	2.933	3.067
猪脚	1.433	4.567
转身	2.233	3.767
转移	3.033	2.967
撰写	2.733	3.267
罪证	2.067	3.933
扒手	1.583	4.417
拜金	3.292	2.708
班次	2.375	3.625
悲叹	3.833	2.167
补足	3.130	2.870
擦伤	1.708	4.292
彩虹	1.542	4.458
参赛	2.042	3.958
操守	3.696	2.304
超过	3.375	2.625
成全	3.333	2.667
承蒙	3.958	2.042
程序	2.542	3.458
传统	3.458	2.542
创新	3.708	2.292
粗鲁	2.826	3.174
存档	2.250	3.750
答复	2.522	3.478
当差	2.708	3.292
点火	1.542	4.458
洞房	2.542	3.458
对应	3.455	2.545
发展	3.833	2.167
翻转	2.478	3.522
风光	3.417	2.583
符号	2.375	3.625
附属	3.174	2.826
复制	2.667	3.333
柑橘	1.208	4.792
共生	3.773	2.227
孤儿	1.500	4.500
管辖	2.708	3.292
管用	3.217	2.783
归位	3.565	2.435
过问	3.208	2.792
函授	3.190	2.810
行规	2.917	3.083
好运	3.304	2.696
后人	2.609	3.391
狐狸	1.458	4.542
话柄	3.000	3.000
怀孕	1.333	4.667
幻觉	3.917	2.083
皇族	2.609	3.391
棘手	3.250	2.750
佳绩	2.875	3.125
简报	2.042	3.958
见解	3.217	2.783
骄横	3.417	2.583
今天	1.833	4.167
进步	2.917	3.083
晋升	2.500	3.500
竞争	3.208	2.792
矩形	1.917	4.083
诀窍	3.500	2.500
铠甲	1.667	4.333
浪潮	2.958	3.042
厉鬼	3.667	2.333
令牌	1.792	4.208
论述	2.917	3.083
满月	2.091	3.909
内在	3.958	2.042
迫害	3.130	2.870
蒲团	2.087	3.913
气管	1.522	4.478
燃点	3.042	2.958
认同	3.292	2.708
绒布	1.625	4.375
融资	2.667	3.333
圣徒	2.739	3.261
失约	2.833	3.167
世态	3.500	2.500
试图	3.708	2.292
守约	2.708	3.292
刷新	2.500	3.500
水箱	1.375	4.625
随后	3.625	2.375
套话	3.208	2.792
提款	1.792	4.208
体操	1.708	4.292
体制	3.083	2.917
天伦	3.750	2.250
条文	2.696	3.304
通婚	2.708	3.292
投降	2.250	3.750
涂抹	2.042	3.958
网罗	4.091	1.909
威力	3.708	2.292
伟人	2.667	3.333
温泉	1.542	4.458
巫师	2.458	3.542
蜈蚣	1.208	4.792
物品	2.375	3.625
西餐	1.708	4.292
西装	1.417	4.583
希冀	3.917	2.083
仙女	3.458	2.542
陷害	3.250	2.750
小气	3.333	2.667
形迹	3.375	2.625
休克	2.083	3.917
休息	2.292	3.708
牙医	1.333	4.667
眼袋	1.375	4.625
羊群	1.500	4.500
阳伞	1.652	4.348
夜校	2.125	3.875
以后	3.708	2.292
萦绕	4.217	1.783
悠闲	3.625	2.375
油门	1.625	4.375
云集	3.583	2.417
赞颂	3.304	2.696
渣滓	3.261	2.739
丈量	2.458	3.542
针灸	1.625	4.375
珍惜	3.833	2.167
政策	2.227	3.773
支架	1.833	4.167
抓捕	2.083	3.917
字义	2.917	3.083
总站	2.136	3.864
最近	3.458	2.542
左右	2.375	3.625
把柄	2.958	3.042
变迁	3.292	2.708
布衣	2.208	3.792
藏身	2.652	3.348
策划	2.870	3.130
铲除	3.000	3.000
阐述	3.391	2.609
车尾	1.583	4.417
尺度	2.958	3.042
丑闻	3.042	2.958
初恋	2.833	3.167
厨房	1.417	4.583
打骂	2.000	4.000
大牢	1.792	4.208
大路	1.833	4.167
低等	3.542	2.458
电灯	1.375	4.625
动机	3.625	2.375
短处	3.333	2.667
罚款	2.000	4.000
犯案	2.417	3.583
绯闻	3.250	2.750
分手	2.542	3.458
丰厚	3.875	2.125
服装	1.542	4.458
感应	3.792	2.208
割断	2.208	3.792
给予	2.958	3.042
鼓噪	3.500	2.500
归类	3.348	2.652
贵族	2.417	3.583
滚蛋	2.958	3.042
果汁	1.542	4.458
含量	3.208	2.792
贺词	2.042	3.958
候诊	2.167	3.833
花展	2.042	3.958
化身	4.042	1.958
践踏	3.458	2.542
金箔	1.583	4.417
桔梗	1.667	4.333
眷恋	4.000	2.000
开刀	2.087	3.913
开会	1.875	4.125
牢狱	1.708	4.292
礼物	1.957	4.043
零件	1.870	4.130
搂抱	2.083	3.917
猛攻	2.875	3.125
敏感	4.083	1.917
瞑目	3.583	2.417
命令	2.652	3.348
模式	3.348	2.652
摩登	3.652	2.348
目的	3.208	2.792
尿布	1.458	4.542
挪用	2.875	3.125
盘古	3.609	2.391
旁白	2.739	3.261
跑道	1.375	4.625
蓬松	3.375	2.625
飘零	3.826	2.174
瓶颈	3.042	2.958
破戒	3.500	2.500
企盼	3.708	2.292
茄子	1.250	4.750
权柄	3.522	2.478
溶解	2.625	3.375
蹂躏	3.625	2.375
僧人	1.417	4.583
膳食	2.167	3.833
商界	2.917	3.083
商谈	3.083	2.917
上手	3.417	2.583
上瘾	3.625	2.375
伸冤	3.250	2.750
神灯	3.125	2.875
食物	1.957	4.043
食欲	3.417	2.583
书信	1.583	4.417
枢纽	2.792	3.208
水解	3.174	2.826
说笑	2.583	3.417
撕裂	2.870	3.130
松驰	3.875	2.125
松紧	3.250	2.750
速度	3.167	2.833
听说	3.857	2.143
稀薄	3.708	2.292
狭隘	4.000	2.000
吓倒	3.435	2.565
贤良	3.583	2.417
羡慕	4.083	1.917
乡村	1.833	4.167
协调	3.435	2.565
心动	3.750	2.250
心急	3.208	2.792
心声	3.750	2.250
刑罚	2.435	3.565
形状	2.708	3.292
虚惊	3.833	2.167
学术	3.417	2.583
雅典	2.125	3.875
要求	3.391	2.609
遗传	3.250	2.750
音符	2.167	3.833
银色	1.833	4.167
幽禁	3.826	2.174
预言	3.917	2.083
冤枉	3.458	2.542
员工	1.500	4.500
载客	2.208	3.792
瘴气	2.292	3.708
招认	3.136	2.864
昭彰	4.286	1.714
照明	1.958	4.042
征婚	2.042	3.958
政变	2.458	3.542
只是	3.778	2.222
职责	2.478	3.522
指标	2.409	3.591
庄子	1.565	4.435
自信	3.542	2.458
被单	1.269	4.731
驳斥	2.885	3.115
博客	2.000	4.000
补习	2.577	3.423
捕头	1.962	4.038
不才	4.000	2.000
布置	2.731	3.269
草莓	1.115	4.885
厕所	1.231	4.769
茶杯	1.231	4.769
查问	3.269	2.731
忏悔	3.500	2.500
沉重	3.680	2.320
承保	3.875	2.125
冲浪	2.038	3.962
充电	2.240	3.760
充满	3.280	2.720
抽查	2.885	3.115
出马	3.769	2.231
初次	2.538	3.462
当中	3.292	2.708
巅峰	3.192	2.808
动脉	2.000	4.000
独自	2.615	3.385
杜鹃	1.577	4.423
多情	3.731	2.269
反射	3.038	2.962
返回	2.808	3.192
沸水	1.692	4.308
风趣	3.654	2.346
各国	2.600	3.400
公鸡	1.192	4.808
公立	3.231	2.769
光速	2.500	3.500
鬼怪	3.360	2.640
果断	3.360	2.640
号外	3.440	2.560
胡桃	1.615	4.385
护卫	2.500	3.500
涣散	3.808	2.192
皇冠	1.808	4.192
谎话	3.154	2.846
悔恨	3.440	2.560
火球	2.115	3.885
机关	2.875	3.125
机能	4.000	2.000
即时	3.280	2.720
忌讳	3.462	2.538
继任	3.269	2.731
佳人	2.923	3.077
交战	2.423	3.577
接收	2.808	3.192
睫毛	1.231	4.769
紧接	3.769	2.231
经常	3.200	2.800
精算	3.440	2.560
举动	3.462	2.538
诀别	2.885	3.115
开方	3.273	2.727
空间	3.538	2.462
口号	2.400	3.600
夸张	3.769	2.231
老公	1.423	4.577
栗子	1.154	4.846
灵活	3.577	2.423
埋葬	2.280	3.720
毛利	2.840	3.160
梦遗	3.154	2.846
秘史	3.538	2.462
名次	2.240	3.760
母爱	3.423	2.577
年历	2.154	3.846
碾碎	2.538	3.462
辟谣	3.308	2.692
拼搏	3.462	2.538
品行	3.808	2.192
请帖	1.692	4.308
全集	2.923	3.077
柔道	1.840	4.160
奢望	4.038	1.962
守寡	2.577	3.423
帅气	3.231	2.769
私心	3.577	2.423
伺候	3.077	2.923
所有	3.391	2.609
坍方	2.231	3.769
梯级	2.846	3.154
通病	3.615	2.385
同意	2.680	3.320
童谣	2.038	3.962
枉然	4.083	1.917
无比	4.391	1.609
吸烟	1.308	4.692
先人	2.600	3.400
显露	3.577	2.423
显示	2.885	3.115
限制	3.115	2.885
想象	4.154	1.846
象征	3.885	2.115
消化	3.038	2.962
邪念	4.038	1.962
泄密	3.077	2.923
谢罪	2.808	3.192
新月	2.364	3.636
性命	2.731	3.269
旭日	2.077	3.923
筵席	2.120	3.880
妖艳	3.385	2.615
旖旎	3.909	2.091
议员	1.885	4.115
意见	3.000	3.000
引号	2.667	3.333
永远	4.115	1.885
游击	3.115	2.885
娱乐	3.038	2.962
榆树	1.231	4.769
悦耳	3.692	2.308
贼船	3.320	2.680
摘除	2.692	3.308
召见	2.923	3.077
中立	2.920	3.080
皱纹	1.538	4.462
足金	2.200	3.800
坐标	2.731	3.269
壁球	1.667	4.333
差役	2.680	3.320
缠绕	3.231	2.769
超支	3.000	3.000
称心	3.923	2.077
迟疑	3.692	2.308
出发	2.846	3.154
